Counts,Dilution
140,200
156,200
47,2000
47,2000
157,200
137,200
48,2000
167,200
147,200
116,200
141,200
220,20
31,2000
147,200
44,2000
184,200
38,2000
40,2000
166,200
154,200
54,2000
44,2000
149,200
35,200
279,20
117,200
160,200
57,2000
48,2000
43,2000
137,200
159,200
168,200
184,200
160,200
44,2000
52,2000
262,20
30,200
168,200
153,200
53,2000
286,20
32,2000
152,200
268,20
47,2000
116,200
49,2000
149,200
47,2000
103,200
141,200
282,20
131,200
169,200
150,200
124,200
213,20
43,200
47,2000
35,2000
237,20
160,200
291,20
296,20
46,2000
32,200
41,2000
122,200
133,200
151,200
45,2000
131,200
121,200
137,200
54,2000
33,2000
36,2000
45,2000
29,200
27,200
161,200
48,2000
217,200
36,2000
143,200
192,200
50,2000
43,2000
141,200
145,200
140,200
126,200
32,2000
251,20
39,2000
45,2000
41,2000
160,200
35,200
167,200
285,20
129,200
141,200
156,200
51,2000
52,2000
130,200
37,2000
144,200
134,200
157,200
236,20
149,200
143,200
169,200
148,200
173,200
127,200
33,200
132,200
133,200
45,2000
174,200
143,200
158,200
34,200
165,200
222,20
138,200
271,20
46,2000
36,2000
27,200
151,200
45,2000
193,20
137,200
165,200
173,200
145,200
147,200
139,200
299,20
265,20
119,200
297,20
41,2000
59,2000
38,200
219,20
45,2000
160,200
41,2000
196,200
166,200
267,20
138,200
171,200
42,200
58,2000
45,2000
48,2000
42,2000
238,20
47,2000
38,2000
167,200
158,200
125,200
143,200
47,2000
155,200
124,200
171,200
41,2000
153,200
45,2000
185,200
58,2000
149,200
149,200
169,200
145,200
153,200
133,200
139,200
66,2000
165,200
34,200
159,200
36,200
139,200
43,2000
55,2000
143,200
150,200
122,200
158,200
203,200
38,200
120,200
32,200
237,20
38,2000
36,2000
39,2000
148,200
156,200
45,2000
149,200
137,200
33,2000
33,200
155,200
148,200
293,20
163,200
177,200
49,2000
270,20
156,200
45,2000
177,200
143,200
267,20
166,200
22,2000
220,20
45,2000
47,2000
51,2000
44,2000
49,2000
149,200
28,200
43,2000
45,2000
117,200
280,20
48,2000
131,200
153,200
51,2000
39,200
176,200
47,2000
45,2000
165,200
36,2000
39,2000
59,2000
51,2000
181,200
120,200
36,2000
45,200
43,2000
172,200
184,200
43,2000
128,200
284,20
41,2000
163,200
185,200
160,200
29,200
45,2000
151,200
35,200
182,200
168,200
43,2000
48,2000
63,2000
165,200
153,200
47,2000
49,2000
124,200
257,20
175,200
150,200
43,2000
168,200
45,2000
160,200
35,200
288,20
66,2000
286,20
52,2000
161,200
171,200
271,20
135,200
134,200
50,2000
117,200
47,2000
46,2000
134,200
45,2000
45,2000
49,2000
42,200
272,20
49,2000
44,2000
156,200
147,200
50,2000
128,200
135,200
35,200
31,200
151,200
173,200
60,2000
140,200
164,200
48,2000
126,200
51,2000
172,200
132,200
33,2000
159,200
150,200
38,200
48,2000
175,200
29,2000
155,200
171,200
37,2000
29,200
163,200
126,200
52,2000
167,200
136,200
127,200
25,200
35,200
159,200
175,200
249,20
49,2000
47,2000
45,2000
32,200
40,2000
59,2000
185,20
131,200
131,200
63,2000
144,200
162,200
36,200
36,2000
56,2000
164,200
47,2000
53,2000
166,200
172,200
47,2000
35,2000
32,2000
134,200
186,200
119,200
41,200
140,200
43,2000
210,200
131,200
128,200
155,200
191,200
38,2000
37,2000
49,2000
161,200
151,200
159,200
134,200
20,200
128,200
143,200
149,200
161,200
283,20
156,200
164,200
30,2000
33,200
48,2000
42,2000
175,200
139,200
177,200
141,200
35,2000
148,200
58,2000
257,20
45,2000
191,200
59,2000
58,2000
181,200
246,20
125,200
55,2000
51,2000
45,2000
144,200
28,200
49,2000
133,200
25,200
150,200
40,2000
165,200
170,200
50,2000
135,200
127,200
139,200
29,200
38,2000
32,2000
243,20
149,200
152,200
44,2000
166,200
32,2000
178,200
141,200
152,200
149,200
34,200
45,2000
157,200
176,200
121,200
28,2000
192,200
183,200
43,2000
107,200
27,200
50,2000
156,200
116,200
21,200
176,200
113,200
252,20
146,200
43,2000
173,200
160,200
52,2000
177,200
46,2000
43,2000
51,2000
187,200
147,200
38,200
38,2000
225,20
159,200
178,200
133,200
165,200
40,2000
152,200
53,2000
39,2000
175,200
128,200
169,200
165,200
246,20
179,200
165,200
36,2000
44,2000
160,200
141,200
141,200
141,200
268,20
53,2000
28,200
68,2000
33,2000
159,200
176,200
41,2000
161,200
191,200
154,200
147,200
23,200
137,200
39,2000
46,2000
22,200
142,200
47,2000
119,200
36,2000
173,200
33,200
119,200
142,200
183,200
149,200
239,20
47,2000
53,2000
142,200
239,20
33,200
146,200
118,200
130,200
160,200
38,2000
169,200
130,200
136,200
40,200
148,200
295,20
132,200
285,20
163,200
137,200
69,2000
155,200
239,20
32,200
137,200
52,2000
29,200
110,200
46,200
220,20
158,200
54,2000
146,200
162,200
154,200
44,2000
48,2000
48,2000
278,20
165,200
282,20
137,200
44,2000
38,2000
37,200
155,200
55,2000
161,200
239,20
143,200
137,200
55,2000
276,20
159,200
249,20
38,200
41,2000
201,200
41,2000
176,200
36,2000
151,200
117,200
293,20
33,2000
38,2000
158,200
117,200
58,2000
265,20
297,20
44,2000
157,200
286,20
146,200
46,2000
128,200
162,200
39,2000
48,2000
40,2000
36,200
278,20
40,2000
58,2000
145,200
136,200
39,200
112,200
138,200
173,200
47,2000
47,2000
156,200
153,200
129,200
37,2000
164,200
149,200
33,200
159,200
292,20
44,200
163,200
40,2000
132,200
145,200
62,2000
158,200
54,2000
39,2000
169,200
46,2000
174,200
152,200
144,200
141,200
41,2000
43,2000
50,2000
39,2000
53,2000
164,200
119,200
257,20
36,2000
171,20
278,20
65,2000
38,2000
130,200
153,200
146,200
130,200
35,2000
55,2000
176,200
160,200
42,2000
49,2000
147,200
49,2000
149,200
134,200
147,200
163,200
150,200
38,2000
52,2000
132,200
140,200
156,200
29,200
50,2000
45,200
277,20
145,200
42,2000
26,200
165,200
30,200
139,200
53,2000
37,200
48,2000
44,2000
143,200
156,200
231,20
126,200
131,200
37,2000
39,2000
112,200
31,200
135,200
157,200
184,200
36,2000
46,2000
43,2000
45,200
153,200
62,2000
174,200
50,2000
41,2000
54,2000
158,200
126,200
66,2000
32,2000
38,200
33,200
123,200
175,200
153,200
54,2000
182,200
38,2000
46,2000
117,200
167,200
171,200
53,2000
143,200
235,20
52,2000
115,200
170,200
174,200
35,200
44,2000
30,200
64,2000
148,200
43,2000
138,200
55,2000
177,200
36,2000
50,2000
132,200
200,20
140,200
159,200
155,200
209,20
132,200
177,200
31,2000
29,200
141,200
28,200
55,2000
186,200
171,200
47,2000
153,200
59,2000
48,2000
41,2000
151,200
155,200
145,200
148,200
191,200
163,200
242,20
175,200
171,200
149,200
38,2000
284,20
32,200
28,2000
45,200
295,20
142,200
115,200
158,200
34,2000
182,200
28,2000
155,200
150,200
236,20
166,200
138,200
299,20
64,2000
156,200
48,2000
164,200
117,200
32,200
190,200
172,200
52,2000
169,200
153,200
146,200
156,200
158,200
144,200
160,200
40,2000
131,200
47,2000
296,20
174,200
126,200
140,200
35,2000
142,200
297,20
133,200
31,2000
46,2000
27,200
126,200
116,200
156,200
63,2000
47,2000
168,200
41,2000
51,2000
286,20
159,200
168,200
151,200
168,200
176,200
142,200
122,200
164,200
211,20
46,2000
154,200
147,200
156,200
275,20
37,2000
45,2000
157,200
45,2000
154,200
282,20
127,200
187,200
156,200
161,200
33,2000
42,2000
278,20
131,200
264,20
161,200
271,20
40,2000
27,200
164,200
47,2000
38,200
133,200
39,200
52,2000
241,20
58,2000
172,200
46,2000
52,2000
161,200
33,2000
46,2000
41,2000
143,200
105,200
159,200
63,2000
143,200
180,200
39,2000
139,200
140,200
36,2000
159,200
300,20
47,2000
192,200
34,200
53,2000
133,200
270,20
52,2000
37,2000
44,2000
143,200
147,200
52,2000
38,2000
38,2000
162,200
189,200
165,200
156,200
155,200
44,2000
159,200
57,2000
182,200
43,2000
35,2000
140,200
53,2000
29,2000
43,2000
138,200
60,2000
137,200
151,200
163,200
134,200
140,200
162,200
54,2000
45,2000
40,2000
144,200
123,200
294,20
56,2000
151,200
285,20
36,2000
177,200
62,2000
143,200
51,2000
59,2000
150,200
58,2000
292,20
58,2000
55,2000
61,2000
174,200
39,2000
53,2000
110,200
40,2000
150,200
57,2000
167,200
196,200
165,200
43,2000
251,20
149,200
25,200
48,2000
121,200
40,2000
152,200
51,2000
41,2000
162,200
38,2000
138,200
136,200
33,2000
146,200
31,2000
33,200
32,2000
266,20
30,200
46,2000
254,20
167,200
150,200
159,200
230,20
37,2000
164,200
163,200
150,200
48,2000
176,200
30,2000
38,2000
163,200
38,200
155,200
162,200
130,200
147,200
39,2000
44,2000
49,2000
37,2000
40,2000
142,200
147,200
253,20
148,200
153,200
43,2000
40,2000
172,200
59,2000
43,2000
118,200
22,200
277,20
155,200
142,200
142,200
142,200
32,200
139,200
253,20
147,200
31,200
51,2000
24,200
281,20
40,2000
135,200
148,200
230,20
223,20
138,200
149,200
46,2000
49,2000
133,200
143,200
45,2000
157,200
53,2000
39,2000
48,2000
47,2000
156,200
53,2000
40,2000
153,200
55,2000
133,200
22,2000
133,200
113,200
176,200
48,2000
173,200
181,200
166,200
227,20
158,200
153,200
167,200
139,200
229,20
51,2000
144,200
148,200
45,2000
41,2000
197,20
48,2000
36,2000
50,2000
49,2000
40,2000
34,2000
34,200
48,2000
143,200
49,2000
138,200
136,200
34,2000
55,2000
134,200
142,200
52,2000
274,20
167,200
154,200
42,2000
104,200
271,20
138,200
62,2000
251,20
135,200
256,20
49,2000
49,2000
146,200
36,200
42,2000
39,2000
152,200
38,2000
146,200
126,200
34,2000
39,200
170,200
132,200
143,200
55,2000
182,200
164,200
298,20
155,200
294,20
47,2000
37,2000
148,200
298,20
54,2000
129,200
59,2000
36,2000
158,200
41,2000
52,2000
35,200
51,2000
155,200
34,200
272,20
133,200
175,200
282,20
52,2000
145,200
134,200
38,200
149,200
43,2000
142,200
48,2000
48,2000
44,2000
51,200
46,2000
44,2000
42,2000
27,200
31,2000
41,2000
243,20
44,2000
38,2000
45,200
51,2000
146,200
142,200
177,200
161,200
137,200
149,200
35,2000
55,2000
296,20
144,200
155,200
269,20
136,200
131,200
295,20
155,200
22,200
133,200
183,200
162,200
142,200
139,200
52,2000
215,20
31,2000
252,20
54,2000
66,2000
110,200
146,200
138,200
180,200
141,200
168,200
51,2000
40,2000
194,20
162,200
155,200
153,200
138,200
159,200
173,200
54,2000
112,200
22,200
145,200
139,200
165,200
161,200
51,2000
36,2000
136,200
151,200
59,2000
150,200
52,2000
296,20
166,200
144,200
122,200
123,200
257,20
279,20
50,2000
106,200
51,2000
157,200
26,2000
33,200
45,2000
33,2000
41,2000
146,200
60,2000
48,2000
49,2000
141,200
154,200
284,20
138,200
47,2000
136,200
33,2000
48,2000
162,200
38,2000
153,200
57,2000
135,200
128,200
25,200
140,200
172,200
133,200
126,200
157,200
160,200
161,200
147,200
123,200
201,200
144,200
152,200
32,200
27,2000
135,200
175,200
156,200
152,200
129,200
171,200
171,200
163,200
35,2000
131,200
28,2000
160,200
57,2000
259,20
130,200
47,2000
58,2000
242,20
53,2000
133,200
37,200
36,200
212,20
35,2000
285,20
141,200
141,200
116,200
271,20
53,2000
54,2000
52,2000
41,2000
44,2000
292,200
151,200
51,2000
30,200
40,2000
35,200
147,200
32,2000
137,200
37,200
129,200
173,200
45,2000
151,200
41,2000
140,200
41,2000
152,200
130,200
127,200
150,200
25,200
22,2000
128,200
25,2000
185,200
291,20
39,2000
140,200
50,2000
129,200
161,200
153,200
129,200
27,2000
46,2000
151,200
59,2000
55,2000
158,200
126,200
167,200
249,20
268,20
32,200
127,200
272,20
143,200
113,200
173,200
163,200
49,2000
292,20
55,2000
111,200
44,2000
143,200
55,2000
45,200
141,200
58,2000
170,200
252,20
38,2000
49,2000
141,200
54,2000
161,200
98,200
238,20
47,2000
34,2000
165,200
147,200
131,200
38,2000
132,200
42,2000
133,200
165,200
147,200
130,200
44,2000
38,200
54,2000
269,20
47,2000
152,200
44,2000
297,20
48,2000
42,2000
141,200
41,2000
267,20
154,200
139,200
137,200
158,200
137,200
48,2000
154,200
231,20
44,2000
269,20
144,200
183,200
44,2000
147,200
43,2000
113,200
38,2000
218,20
279,20
155,200
38,2000
233,20
149,200
176,200
176,200
150,200
140,200
124,200
275,20
158,200
53,2000
24,200
141,200
34,200
146,200
155,200
165,200
141,200
37,2000
284,20
121,200
266,20
39,2000
44,2000
130,200
28,200
137,200
165,200
153,200
171,200
162,200
157,200
136,200
23,200
53,2000
43,200
47,2000
51,2000
37,200
51,2000
47,2000
139,200
48,2000
295,20
31,2000
177,200
27,200
261,20
42,2000
140,200
55,2000
148,200
156,200
33,2000
40,200
140,200
47,2000
133,200
191,200
31,2000
122,200
41,2000
257,20
163,200
124,200
264,20
49,2000
157,200
36,2000
163,200
143,200
41,2000
57,2000
35,2000
162,200
175,200
51,2000
41,2000
147,200
40,2000
31,200
27,200
146,200
41,2000
144,200
288,20
44,2000
55,2000
42,200
30,200
54,2000
36,200
173,200
46,2000
143,200
166,200
49,2000
140,200
137,200
130,200
129,200
278,20
167,200
158,200
37,2000
136,200
59,2000
167,200
35,2000
50,2000
34,200
131,200
157,200
155,200
55,2000
44,2000
39,200
291,20
42,2000
155,200
35,200
110,200
167,200
183,200
139,200
49,2000
135,200
38,200
146,200
39,2000
41,2000
161,200
149,200
45,2000
140,200
54,2000
33,200
143,200
39,200
161,200
143,200
25,2000
164,200
41,2000
247,20
43,2000
148,200
35,200
256,20
46,2000
185,200
153,200
29,200
157,200
234,20
148,200
53,2000
176,200
44,2000
139,200
45,2000
45,2000
151,200
166,200
141,200
29,200
147,200
137,200
45,2000
169,200
128,200
153,200
52,2000
136,200
120,200
51,2000
174,200
136,200
155,200
130,200
144,200
285,20
140,200
156,200
216,20
37,200
48,2000
47,2000
157,200
140,200
155,200
46,2000
155,200
148,200
146,200
30,2000
193,200
289,20
292,20
169,200
139,200
33,2000
125,200
37,2000
212,20
167,200
28,200
36,2000
57,2000
135,200
58,2000
54,2000
47,2000
147,200
32,200
62,2000
140,200
51,2000
142,200
41,2000
137,200
34,200
142,200
154,200
54,2000
277,20
37,2000
43,2000
36,200
43,2000
245,20
163,200
35,200
168,200
153,200
38,2000
42,2000
148,200
164,200
56,2000
141,200
154,200
39,2000
134,200
139,200
179,200
146,200
142,200
26,200
37,2000
67,2000
292,20
40,2000
146,200
153,200
46,2000
134,200
38,200
52,2000
297,20
139,200
153,200
155,200
34,200
157,200
184,200
169,200
137,200
149,200
163,200
189,200
39,2000
130,200
130,200
54,2000
32,200
29,200
151,200
66,2000
143,200
253,20
146,200
133,200
163,200
182,200
214,20
137,200
156,200
177,200
165,200
149,200
34,200
47,2000
118,200
51,2000
149,200
158,200
161,200
264,20
129,200
47,2000
138,200
108,200
134,200
40,2000
28,200
158,200
133,200
283,20
150,200
141,200
47,2000
180,200
43,2000
57,2000
159,200
166,200
143,200
38,200
168,200
173,200
159,200
32,200
44,2000
46,2000
44,2000
135,200
165,200
48,2000
152,200
197,200
42,2000
130,200
40,2000
146,200
46,2000
162,200
278,20
136,200
42,2000
157,200
294,20
44,2000
182,200
37,2000
47,2000
28,200
159,200
129,200
171,200
143,200
139,200
145,200
35,2000
293,20
269,20
53,2000
32,200
121,200
139,200
40,2000
29,200
171,200
32,2000
48,2000
37,2000
31,2000
137,200
30,200
171,200
139,200
163,200
40,2000
178,200
49,2000
50,2000
177,200
53,2000
143,200
146,200
48,2000
22,200
152,200
134,200
25,200
158,200
240,20
173,200
130,200
49,2000
64,2000
141,200
135,200
51,2000
152,200
31,2000
39,2000
49,2000
129,200
143,200
118,200
184,200
45,2000
139,200
36,2000
161,200
56,2000
46,2000
28,200
32,2000
50,2000
148,200
53,2000
41,2000
64,2000
232,20
154,200
282,20
159,200
149,200
54,2000
41,200
35,200
39,2000
40,2000
23,200
170,200
48,2000
146,200
54,2000
158,200
134,200
38,2000
161,200
120,200
30,200
28,200
126,200
45,2000
273,20
168,200
152,200
148,200
147,200
118,200
38,2000
279,20
63,2000
46,2000
170,200
125,200
146,200
47,2000
41,2000
155,200
254,20
105,200
33,2000
37,2000
27,200
42,2000
185,200
45,2000
139,200
155,200
156,200
138,200
38,2000
160,200
45,2000
30,200
35,2000
45,2000
114,200
40,2000
102,200
268,20
46,2000
197,200
37,2000
285,20
142,200
164,200
48,2000
131,200
153,200
38,2000
32,2000
48,2000
143,200
29,2000
58,2000
124,200
166,200
55,2000
239,20
149,200
50,2000
278,20
122,200
29,200
155,200
152,200
138,200
109,200
48,2000
38,200
282,20
32,200
43,200
240,20
37,2000
54,2000
171,200
47,2000
55,2000
43,2000
172,200
42,2000
193,200
130,200
138,200
183,200
142,200
170,200
162,200
139,200
194,200
65,2000
50,2000
290,20
125,200
36,200
33,200
130,200
45,2000
58,2000
55,2000
144,200
280,20
129,200
35,200
51,2000
287,20
185,200
164,200
42,2000
45,2000
43,2000
159,200
139,200
142,200
42,2000
37,2000
168,200
39,2000
145,200
124,200
154,200
140,200
30,200
166,200
58,2000
180,200
134,200
168,200
49,2000
133,200
132,200
166,200
54,2000
118,200
186,200
141,200
36,200
118,200
164,200
59,2000
152,200
131,200
43,2000
53,2000
49,2000
153,200
40,2000
49,2000
178,200
140,200
39,2000
36,2000
166,200
126,200
34,200
169,200
267,20
173,200
277,20
25,2000
138,200
135,200
131,200
50,2000
151,200
141,200
54,2000
49,2000
125,200
289,20
139,200
64,2000
149,200
142,200
147,200
150,200
18,200
116,200
29,2000
37,2000
166,200
282,20
37,2000
147,200
39,2000
177,200
162,200
49,2000
278,20
159,200
45,2000
180,200
162,200
147,200
131,200
133,200
53,2000
56,2000
57,2000
164,200
128,200
143,200
118,200
155,200
140,200
172,200
146,200
31,2000
170,200
47,2000
141,200
43,2000
133,200
145,200
56,2000
132,200
57,2000
51,2000
139,200
132,200
152,200
27,2000
44,2000
33,2000
147,200
43,200
283,20
152,200
268,20
35,200
147,200
36,2000
45,2000
30,200
43,2000
26,200
153,200
46,2000
27,200
139,200
149,200
30,200
111,200
29,200
157,200
138,200
154,200
41,2000
156,200
166,200
133,200
149,200
49,200
151,200
154,200
158,200
44,2000
170,200
150,200
152,200
57,2000
47,2000
50,2000
100,200
151,200
145,200
107,200
153,200
132,200
166,200
181,200
169,200
139,200
139,200
137,200
141,200
162,200
120,200
163,200
36,2000
153,200
34,200
151,200
136,200
160,200
145,200
135,200
106,200
47,2000
174,200
246,20
162,200
134,200
111,200
47,2000
145,200
54,2000
46,2000
143,200
138,200
51,2000
136,200
138,200
139,200
36,2000
54,2000
165,200
163,200
164,200
132,200
167,200
131,200
147,200
50,2000
128,200
147,200
48,2000
31,2000
135,200
150,200
37,200
61,2000
261,20
293,20
160,200
36,2000
148,200
45,2000
42,2000
43,2000
273,20
156,200
157,200
39,200
141,200
131,200
44,2000
223,20
143,200
133,200
35,200
149,200
47,2000
166,200
125,200
51,2000
27,200
41,2000
137,200
149,200
37,2000
136,200
208,200
208,20
152,200
118,200
31,200
56,2000
144,200
152,200
151,200
36,2000
172,200
46,200
55,2000
151,200
297,20
40,200
49,200
61,2000
57,2000
38,200
55,2000
138,200
256,20
51,2000
40,2000
50,2000
153,200
135,200
48,2000
26,200
149,200
42,2000
161,200
132,200
30,2000
40,2000
157,200
254,20
43,2000
158,200
36,2000
145,200
174,200
125,200
53,2000
213,20
146,200
145,200
157,200
37,2000
133,200
60,2000
136,200
35,200
42,2000
48,2000
39,2000
46,2000
135,200
36,2000
51,2000
132,200
32,200
240,20
160,200
52,2000
185,200
233,200
160,200
60,2000
230,20
146,200
166,200
171,200
50,2000
43,2000
140,200
29,2000
154,200
142,200
142,200
163,200
43,2000
145,200
150,200
50,2000
45,2000
155,200
47,2000
181,200
49,2000
140,200
40,2000
280,20
33,2000
167,200
43,2000
151,200
46,2000
156,200
42,2000
46,2000
291,20
46,2000
128,200
171,200
146,200
243,20
23,200
154,200
116,200
189,200
38,200
31,200
162,200
159,200
43,200
33,2000
46,2000
119,200
191,200
118,200
161,200
163,200
55,2000
169,200
38,2000
36,2000
216,20
173,200
158,200
137,200
177,200
39,2000
256,20
39,2000
148,200
56,2000
174,200
44,2000
174,200
164,200
151,200
259,20
57,2000
50,2000
179,200
186,200
50,2000
49,2000
144,200
158,200
42,2000
44,2000
192,200
